0.11	0	411.3	0.079865772
0.11	0.001	411	0.080536913
0.11	0.002	415.1	0.071364653
0.11	0.003	418.4	0.063982103
0.11	0.004	422.5	0.054809843
0.11	0.005	410.5	0.081655481
0.11	0.006	420.3	0.059731544
0.11	0.007	411.6	0.079194631
0.11	0.008	422.2	0.055480984
0.11	0.009	414.7	0.072259508
0.11	0.01	415.1	0.071364653
0.11	0.011	418.4	0.063982103
0.11	0.012	418.7	0.063310962
0.11	0.013	410.7	0.081208054
0.11	0.014	426.6	0.045637584
0.11	0.015	419.8	0.060850112
0.11	0.016	426.3	0.046308725
0.11	0.017	428.1	0.042281879
0.11	0.018	423.2	0.053243848
0.11	0.019	420.9	0.058389262
0.11	0.02	415.8	0.069798658
0.11	0.021	422	0.055928412
0.11	0.022	427.8	0.04295302
0.11	0.023	427.9	0.042729306
0.11	0.024	428.9	0.04049217
0.11	0.025	423	0.053691275
0.11	0.026	425.6	0.04787472
0.11	0.027	421.7	0.056599553
0.11	0.028	428.9	0.04049217
0.11	0.029	429.2	0.039821029
0.11	0.03	423.7	0.05212528
0.11	0.031	431.2	0.035346756
0.11	0.032	427.4	0.043847875
0.11	0.033	435.4	0.025950783
0.11	0.034	430.2	0.037583893
0.11	0.035	431.8	0.034004474
0.11	0.036	420.3	0.059731544
0.11	0.037	426.6	0.045637584
0.11	0.038	435.8	0.025055928
0.11	0.039	431.3	0.035123043
0.11	0.04	427.2	0.044295302
0.11	0.041	424.4	0.050559284
0.11	0.042	432.5	0.032438479
0.11	0.043	433.1	0.031096197
0.11	0.044	431.2	0.035346756
0.11	0.045	431.7	0.034228188
0.11	0.046	431.8	0.034004474
0.11	0.047	441.5	0.012304251
0.11	0.048	431.9	0.033780761
0.11	0.049	433.5	0.030201342
0.11	0.05	426.2	0.046532438
0.11	0.051	432.9	0.031543624
0.11	0.052	439.9	0.015883669
0.11	0.053	433	0.031319911
0.11	0.054	438.4	0.019239374
0.11	0.055	438.2	0.019686801
0.11	0.056	441.6	0.012080537
0.11	0.057	435.8	0.025055928
0.11	0.058	434.3	0.028411633
0.11	0.059	437.3	0.021700224
0.11	0.06	433	0.031319911
0.11	0.061	435.6	0.025503356
0.11	0.062	445.6	0.003131991
0.11	0.063	432.3	0.032885906
0.11	0.064	433.9	0.029306488
0.11	0.065	441.3	0.012751678
0.11	0.066	447.6	0.001342282
0.11	0.067	440.5	0.014541387
0.11	0.068	445.1	0.004250559
0.11	0.069	440.2	0.015212528
0.11	0.07	444.6	0.005369128
0.11	0.071	444	0.006711409
0.11	0.072	445.1	0.004250559
0.11	0.073	442.1	0.010961969
0.11	0.074	436.8	0.022818792
0.11	0.075	446.2	0.001789709
0.11	0.076	444	0.006711409
0.11	0.077	444.8	0.0049217
0.11	0.078	441.9	0.011409396
0.11	0.079	448.9	0.004250559
0.11	0.08	442.1	0.010961969
0.11	0.081	442.7	0.009619687
0.11	0.082	444.2	0.006263982
0.11	0.083	449.5	0.005592841
0.11	0.084	445.6	0.003131991
0.11	0.085	453.5	0.014541387
0.11	0.086	453.4	0.014317673
0.11	0.087	453	0.013422819
0.11	0.088	446.1	0.002013423
0.11	0.089	445.3	0.003803132
0.11	0.09	452.5	0.012304251
0.11	0.091	446.4	0.001342282
0.11	0.092	451.3	0.009619687
0.11	0.093	448.2	0.002684564
0.11	0.094	456.5	0.021252796
0.11	0.095	453	0.013422819
0.11	0.096	454.4	0.01655481
0.11	0.097	449.2	0.0049217
0.11	0.098	448.7	0.003803132
0.11	0.099	449.2	0.0049217
0.11	0.1	454.5	0.016778523
0.11	0.101	446.5	0.001118568
0.11	0.102	451.7	0.010514541
0.11	0.103	457	0.022371365
0.11	0.104	451.4	0.0098434
0.11	0.105	460.1	0.029306488
0.11	0.106	448.7	0.003803132
0.11	0.107	458.5	0.025727069
0.11	0.108	454.7	0.017225951
0.11	0.109	458.4	0.025503356
0.111	0	411.3	0.079865772
0.111	0.001	421	0.058165548
0.111	0.002	418	0.064876957
0.111	0.003	413.5	0.074944072
0.111	0.004	416.7	0.067785235
0.111	0.005	417.9	0.065100671
0.111	0.006	418.8	0.063087248
0.111	0.007	418.8	0.063087248
0.111	0.008	424.5	0.05033557
0.111	0.009	416.8	0.067561521
0.111	0.01	417.9	0.065100671
0.111	0.011	424.6	0.050111857
0.111	0.012	420.1	0.060178971
0.111	0.013	423.2	0.053243848
0.111	0.014	425.2	0.048769575
0.111	0.015	422.7	0.054362416
0.111	0.016	418.4	0.063982103
0.111	0.017	420.2	0.059955257
0.111	0.018	427.8	0.04295302
0.111	0.019	425.9	0.047203579
0.111	0.02	424.4	0.050559284
0.111	0.021	424.3	0.050782998
0.111	0.022	430.6	0.036689038
0.111	0.023	428.9	0.04049217
0.111	0.024	425.6	0.04787472
0.111	0.025	423.7	0.05212528
0.111	0.026	423.3	0.053020134
0.111	0.027	426	0.046979866
0.111	0.028	430.8	0.036241611
0.111	0.029	423.7	0.05212528
0.111	0.03	424.2	0.051006711
0.111	0.031	426.5	0.045861298
0.111	0.032	427.9	0.042729306
0.111	0.033	428	0.042505593
0.111	0.034	438	0.020134228
0.111	0.035	429.4	0.039373602
0.111	0.036	426.7	0.04541387
0.111	0.037	422.3	0.055257271
0.111	0.038	431.1	0.03557047
0.111	0.039	439	0.017897092
0.111	0.04	426.3	0.046308725
0.111	0.041	438.2	0.019686801
0.111	0.042	434.3	0.028411633
0.111	0.043	430.7	0.036465324
0.111	0.044	434.9	0.027069351
0.111	0.045	433.3	0.03064877
0.111	0.046	430.9	0.036017897
0.111	0.047	438.7	0.018568233
0.111	0.048	441.9	0.011409396
0.111	0.049	435.2	0.02639821
0.111	0.05	435.8	0.025055928
0.111	0.051	434.4	0.028187919
0.111	0.052	438.6	0.018791946
0.111	0.053	445.9	0.00246085
0.111	0.054	430.7	0.036465324
0.111	0.055	438.6	0.018791946
0.111	0.056	440.7	0.01409396
0.111	0.057	433.5	0.030201342
0.111	0.058	438.9	0.018120805
0.111	0.059	443.1	0.008724832
0.111	0.06	447.9	0.002013423
0.111	0.061	446.9	0.000223714
0.111	0.062	443.8	0.007158837
0.111	0.063	447.9	0.002013423
0.111	0.064	435.3	0.026174497
0.111	0.065	437	0.022371365
0.111	0.066	440.4	0.014765101
0.111	0.067	442.2	0.010738255
0.111	0.068	445.3	0.003803132
0.111	0.069	443.1	0.008724832
0.111	0.07	444.7	0.005145414
0.111	0.071	439.2	0.017449664
0.111	0.072	446.2	0.001789709
0.111	0.073	445.3	0.003803132
0.111	0.074	447.4	0.000894855
0.111	0.075	444.9	0.004697987
0.111	0.076	456	0.020134228
0.111	0.077	448.4	0.003131991
0.111	0.078	445.6	0.003131991
0.111	0.079	438.3	0.019463087
0.111	0.08	443.6	0.007606264
0.111	0.081	449.8	0.006263982
0.111	0.082	447.6	0.001342282
0.111	0.083	443.8	0.007158837
0.111	0.084	445.7	0.002908277
0.111	0.085	456.3	0.020805369
0.111	0.086	451.3	0.009619687
0.111	0.087	451	0.008948546
0.111	0.088	445.3	0.003803132
0.111	0.089	450.8	0.008501119
0.111	0.09	449.8	0.006263982
0.111	0.091	452.1	0.011409396
0.111	0.092	451.3	0.009619687
0.111	0.093	460.3	0.029753915
0.111	0.094	444.8	0.0049217
0.111	0.095	456.5	0.021252796
0.111	0.096	457.8	0.024161074
0.111	0.097	457.1	0.022595078
0.111	0.098	452.6	0.012527964
0.111	0.099	448.9	0.004250559
0.111	0.1	457.4	0.023266219
0.111	0.101	456.2	0.020581655
0.111	0.102	451.1	0.00917226
0.111	0.103	455.4	0.018791946
0.111	0.104	452.1	0.011409396
0.111	0.105	457.2	0.022818792
0.111	0.106	453.9	0.015436242
0.111	0.107	461.5	0.032438479
0.111	0.108	455.6	0.019239374
0.111	0.109	462.7	0.035123043
0.111	0.11	457.8	0.024161074
0.112	0	417.2	0.066666667
0.112	0.001	419.4	0.061744966
0.112	0.002	417.9	0.065100671
0.112	0.003	419.4	0.061744966
0.112	0.004	412.9	0.076286353
0.112	0.005	416.9	0.067337808
0.112	0.006	420.4	0.05950783
0.112	0.007	424.5	0.05033557
0.112	0.008	430.2	0.037583893
0.112	0.009	424.8	0.04966443
0.112	0.01	417.7	0.065548098
0.112	0.011	423.2	0.053243848
0.112	0.012	423.7	0.05212528
0.112	0.013	426.1	0.046756152
0.112	0.014	428.5	0.041387025
0.112	0.015	422.2	0.055480984
0.112	0.016	426.5	0.045861298
0.112	0.017	418.7	0.063310962
0.112	0.018	429.9	0.038255034
0.112	0.019	424.4	0.050559284
0.112	0.02	430	0.03803132
0.112	0.021	419.5	0.061521253
0.112	0.022	417.7	0.065548098
0.112	0.023	425.7	0.047651007
0.112	0.024	424.7	0.049888143
0.112	0.025	421	0.058165548
0.112	0.026	429.6	0.038926174
0.112	0.027	437.3	0.021700224
0.112	0.028	437.9	0.020357942
0.112	0.029	430.4	0.037136465
0.112	0.03	437.3	0.021700224
0.112	0.031	429.3	0.039597315
0.112	0.032	421.7	0.056599553
0.112	0.033	428.5	0.041387025
0.112	0.034	435.5	0.025727069
0.112	0.035	430.4	0.037136465
0.112	0.036	434.8	0.027293065
0.112	0.037	428.1	0.042281879
0.112	0.038	433.3	0.03064877
0.112	0.039	425.8	0.047427293
0.112	0.04	431.3	0.035123043
0.112	0.041	435.5	0.025727069
0.112	0.042	436	0.024608501
0.112	0.043	434.8	0.027293065
0.112	0.044	438.8	0.018344519
0.112	0.045	440.1	0.015436242
0.112	0.046	433	0.031319911
0.112	0.047	434.5	0.027964206
0.112	0.048	433.6	0.029977629
0.112	0.049	434.3	0.028411633
0.112	0.05	435.7	0.025279642
0.112	0.051	431.1	0.03557047
0.112	0.052	434	0.029082774
0.112	0.053	440.1	0.015436242
0.112	0.054	436.9	0.022595078
0.112	0.055	438.1	0.019910515
0.112	0.056	433.9	0.029306488
0.112	0.057	439.4	0.017002237
0.112	0.058	444.7	0.005145414
0.112	0.059	435.3	0.026174497
0.112	0.06	436.4	0.023713647
0.112	0.061	438	0.020134228
0.112	0.062	438.7	0.018568233
0.112	0.063	441.9	0.011409396
0.112	0.064	446.8	0.000447427
0.112	0.065	444.7	0.005145414
0.112	0.066	442.9	0.00917226
0.112	0.067	441.9	0.011409396
0.112	0.068	449.7	0.006040268
0.112	0.069	448.2	0.002684564
0.112	0.07	440.2	0.015212528
0.112	0.071	445.3	0.003803132
0.112	0.072	441.6	0.012080537
0.112	0.073	446.6	0.000894855
0.112	0.074	445.6	0.003131991
0.112	0.075	446.2	0.001789709
0.112	0.076	457.2	0.022818792
0.112	0.077	443.1	0.008724832
0.112	0.078	443.9	0.006935123
0.112	0.079	455.4	0.018791946
0.112	0.08	447.2	0.000447427
0.112	0.081	459.5	0.027964206
0.112	0.082	451.5	0.010067114
0.112	0.083	457.1	0.022595078
0.112	0.084	456.5	0.021252796
0.112	0.085	452.2	0.01163311
0.112	0.086	448.9	0.004250559
0.112	0.087	455.9	0.019910515
0.112	0.088	458.4	0.025503356
0.112	0.089	449.5	0.005592841
0.112	0.09	443	0.008948546
0.112	0.091	456.5	0.021252796
0.112	0.092	456.8	0.021923937
0.112	0.093	451.9	0.010961969
0.112	0.094	446	0.002237136
0.112	0.095	455.1	0.018120805
0.112	0.096	454.2	0.016107383
0.112	0.097	460.5	0.030201342
0.112	0.098	453.5	0.014541387
0.112	0.099	457	0.022371365
0.112	0.1	453.8	0.015212528
0.112	0.101	451.2	0.009395973
0.112	0.102	458.1	0.024832215
0.112	0.103	453.2	0.013870246
0.112	0.104	454.5	0.016778523
0.112	0.105	460.6	0.030425056
0.112	0.106	452.1	0.011409396
0.112	0.107	453.9	0.015436242
0.112	0.108	458.1	0.024832215
0.112	0.109	457.3	0.023042506
0.112	0.11	462.7	0.035123043
0.112	0.111	464.9	0.040044743
0.113	0	417.9	0.065100671
0.113	0.001	419.2	0.062192394
0.113	0.002	425.1	0.048993289
0.113	0.003	420.9	0.058389262
0.113	0.004	424.6	0.050111857
0.113	0.005	422.9	0.053914989
0.113	0.006	421.8	0.056375839
0.113	0.007	420.4	0.05950783
0.113	0.008	422.6	0.05458613
0.113	0.009	420	0.060402685
0.113	0.01	431.9	0.033780761
0.113	0.011	426.9	0.044966443
0.113	0.012	420.5	0.059284116
0.113	0.013	430.7	0.036465324
0.113	0.014	421.9	0.056152125
0.113	0.015	426.9	0.044966443
0.113	0.016	426.1	0.046756152
0.113	0.017	423.6	0.052348993
0.113	0.018	422.2	0.055480984
0.113	0.019	437.4	0.02147651
0.113	0.02	429.5	0.039149888
0.113	0.021	435.5	0.025727069
0.113	0.022	430.8	0.036241611
0.113	0.023	428.5	0.041387025
0.113	0.024	426.3	0.046308725
0.113	0.025	426.6	0.045637584
0.113	0.026	429.8	0.038478747
0.113	0.027	430.6	0.036689038
0.113	0.028	432.2	0.03310962
0.113	0.029	425.1	0.048993289
0.113	0.03	434.5	0.027964206
0.113	0.031	427	0.044742729
0.113	0.032	432.4	0.032662192
0.113	0.033	439.8	0.016107383
0.113	0.034	434.9	0.027069351
0.113	0.035	437.5	0.021252796
0.113	0.036	433.3	0.03064877
0.113	0.037	433.8	0.029530201
0.113	0.038	432.9	0.031543624
0.113	0.039	430.3	0.037360179
0.113	0.04	441	0.013422819
0.113	0.041	437.2	0.021923937
0.113	0.042	430.8	0.036241611
0.113	0.043	437.1	0.022147651
0.113	0.044	435.7	0.025279642
0.113	0.045	440.5	0.014541387
0.113	0.046	441.2	0.012975391
0.113	0.047	439.3	0.017225951
0.113	0.048	440.1	0.015436242
0.113	0.049	442.3	0.010514541
0.113	0.05	430.4	0.037136465
0.113	0.051	441	0.013422819
0.113	0.052	434.1	0.02885906
0.113	0.053	441	0.013422819
0.113	0.054	437.7	0.020805369
0.113	0.055	437.6	0.021029083
0.113	0.056	442.7	0.009619687
0.113	0.057	443.5	0.007829978
0.113	0.058	441.6	0.012080537
0.113	0.059	452.6	0.012527964
0.113	0.06	442.3	0.010514541
0.113	0.061	439.6	0.01655481
0.113	0.062	447.8	0.001789709
0.113	0.063	444.5	0.005592841
0.113	0.064	448.9	0.004250559
0.113	0.065	450.9	0.008724832
0.113	0.066	443.3	0.008277405
0.113	0.067	444.3	0.006040268
0.113	0.068	443.2	0.008501119
0.113	0.069	446.2	0.001789709
0.113	0.07	439.6	0.01655481
0.113	0.071	452.1	0.011409396
0.113	0.072	448.4	0.003131991
0.113	0.073	447.2	0.000447427
0.113	0.074	451.3	0.009619687
0.113	0.075	450	0.006711409
0.113	0.076	453.5	0.014541387
0.113	0.077	446.5	0.001118568
0.113	0.078	451.5	0.010067114
0.113	0.079	450.5	0.007829978
0.113	0.08	452.7	0.012751678
0.113	0.081	449.1	0.004697987
0.113	0.082	451.8	0.010738255
0.113	0.083	458.2	0.025055928
0.113	0.084	449.4	0.005369128
0.113	0.085	450.3	0.00738255
0.113	0.086	452.6	0.012527964
0.113	0.087	454.4	0.01655481
0.113	0.088	457.8	0.024161074
0.113	0.089	446.4	0.001342282
0.113	0.09	451.3	0.009619687
0.113	0.091	461.5	0.032438479
0.113	0.092	455.9	0.019910515
0.113	0.093	456.2	0.020581655
0.113	0.094	457.5	0.023489933
0.113	0.095	460	0.029082774
0.113	0.096	454.4	0.01655481
0.113	0.097	456.4	0.021029083
0.113	0.098	460.7	0.03064877
0.113	0.099	456.5	0.021252796
0.113	0.1	462.9	0.03557047
0.113	0.101	448.6	0.003579418
0.113	0.102	456.4	0.021029083
0.113	0.103	467.8	0.046532438
0.113	0.104	456.7	0.021700224
0.113	0.105	457.9	0.024384787
0.113	0.106	461.3	0.031991051
0.113	0.107	464.5	0.039149888
0.113	0.108	458.4	0.025503356
0.113	0.109	454.5	0.016778523
0.113	0.11	460.3	0.029753915
0.113	0.111	462.3	0.034228188
0.113	0.112	459.2	0.027293065
0.114	0	420.5	0.059284116
0.114	0.001	424	0.051454139
0.114	0.002	421.7	0.056599553
0.114	0.003	425.5	0.048098434
0.114	0.004	422.6	0.05458613
0.114	0.005	421.9	0.056152125
0.114	0.006	424.9	0.049440716
0.114	0.007	424.6	0.050111857
0.114	0.008	421.6	0.056823266
0.114	0.009	425.6	0.04787472
0.114	0.01	427.3	0.044071588
0.114	0.011	419.3	0.06196868
0.114	0.012	431.4	0.034899329
0.114	0.013	428.1	0.042281879
0.114	0.014	428	0.042505593
0.114	0.015	423.9	0.051677852
0.114	0.016	420.6	0.059060403
0.114	0.017	426	0.046979866
0.114	0.018	434.4	0.028187919
0.114	0.019	426.9	0.044966443
0.114	0.02	427	0.044742729
0.114	0.021	429.8	0.038478747
0.114	0.022	426.1	0.046756152
0.114	0.023	429.4	0.039373602
0.114	0.024	435	0.026845638
0.114	0.025	436.7	0.023042506
0.114	0.026	431.4	0.034899329
0.114	0.027	429.5	0.039149888
0.114	0.028	431.1	0.03557047
0.114	0.029	431	0.035794183
0.114	0.03	436	0.024608501
0.114	0.031	431.5	0.034675615
0.114	0.032	439.4	0.017002237
0.114	0.033	436.3	0.02393736
0.114	0.034	440.4	0.014765101
0.114	0.035	434.4	0.028187919
0.114	0.036	433.7	0.029753915
0.114	0.037	434	0.029082774
0.114	0.038	447.4	0.000894855
0.114	0.039	437.9	0.020357942
0.114	0.04	432.6	0.032214765
0.114	0.041	439.6	0.01655481
0.114	0.042	435.2	0.02639821
0.114	0.043	440.2	0.015212528
0.114	0.044	437.7	0.020805369
0.114	0.045	434.9	0.027069351
0.114	0.046	436.5	0.023489933
0.114	0.047	436.1	0.024384787
0.114	0.048	443.6	0.007606264
0.114	0.049	436	0.024608501
0.114	0.05	441.5	0.012304251
0.114	0.051	438.9	0.018120805
